Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,66.64726885471464,116.06591918387696,5.253956501628703,2.499999999999991e-2,3.5715067348595313e-4,"cx0_1: 9.540e-3",Thu Jul 09 2020 15:17:41 GMT+0800 (中国标准时间)
Q1,59.878586241524765,78.27652752237726,5.0486960879852845,4.499999999999993e-2,6.504045431185173e-4,"cx1_0: 9.540e-3, cx1_2: 1.162e-2, cx1_3: 1.428e-2",Thu Jul 09 2020 15:17:41 GMT+0800 (中国标准时间)
Q2,77.66566018678078,108.7627394960413,5.230573451276275,2.3333333333333317e-2,5.04353113714524e-4,"cx2_1: 1.162e-2",Thu Jul 09 2020 15:17:41 GMT+0800 (中国标准时间)
Q3,82.79651860012207,87.05383250319503,5.200936127525596,3.0000000000000027e-2,4.8764113348105556e-4,"cx3_1: 1.428e-2, cx3_4: 1.132e-2",Thu Jul 09 2020 15:17:41 GMT+0800 (中国标准时间)
Q4,63.87269776334467,28.650901699135144,5.06577313959905,1.8333333333333313e-2,4.033908824662839e-4,"cx4_3: 1.132e-2",Thu Jul 09 2020 15:17:41 GMT+0800 (中国标准时间)
