Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,42.57867726237265,26.75713234488619,5.100163330133375,2.2499999999999964e-2,5.027054668442582e-4,"cx0_1: 2.364e-2, cx0_14: 2.655e-2",Thu Jul 09 2020 16:02:35 GMT+0800 (中国标准时间)
Q1,80.93448834059102,83.85170836418548,5.238464952607435,5.7499999999999996e-2,1.0424299288351105e-3,"cx1_0: 2.364e-2, cx1_2: 9.938e-3, cx1_13: 6.177e-2",Thu Jul 09 2020 16:02:35 GMT+0800 (中国标准时间)
Q2,75.14888757831058,135.75895999262613,5.032822913879259,2.6000000000000023e-2,6.783113837364141e-4,"cx2_1: 9.938e-3, cx2_3: 2.163e-2, cx2_12: 3.477e-2",Thu Jul 09 2020 16:02:35 GMT+0800 (中国标准时间)
Q3,76.18761404608973,46.19322897862652,4.896116000890847,4.949999999999999e-2,4.649691922477492e-4,"cx3_2: 2.163e-2, cx3_4: 2.481e-2, cx3_11: 2.785e-2",Thu Jul 09 2020 16:02:35 GMT+0800 (中国标准时间)
Q4,58.03250686246965,30.857834596416435,5.026234406953429,5.699999999999994e-2,1.221345777073656e-3,"cx4_3: 2.481e-2, cx4_5: 2.679e-2, cx4_10: 2.533e-2",Thu Jul 09 2020 16:02:35 GMT+0800 (中国标准时间)
Q5,22.237291489914067,47.075103166610205,5.066897105721902,4.899999999999993e-2,2.0107749722396624e-3,"cx5_4: 2.679e-2, cx5_6: 5.555e-2, cx5_9: 4.625e-2",Thu Jul 09 2020 16:02:35 GMT+0800 (中国标准时间)
Q6,80.41665813121425,59.03964885775837,4.924048437173287,1.1749999999999994e-1,5.1803410220397e-3,"cx6_5: 5.555e-2, cx6_8: 6.711e-2",Thu Jul 09 2020 16:02:35 GMT+0800 (中国标准时间)
Q7,42.10368841132209,81.35834925157222,4.974503797195039,5.699999999999994e-2,1.4436414535242135e-3,"cx7_8: 2.999e-2",Thu Jul 09 2020 16:02:35 GMT+0800 (中国标准时间)
Q8,29.448757764901995,55.388937830802355,4.740684823223391,2.9400000000000004e-1,1.087209374187854e-3,"cx8_6: 6.711e-2, cx8_7: 2.999e-2, cx8_9: 3.588e-2",Thu Jul 09 2020 16:02:35 GMT+0800 (中国标准时间)
Q9,38.86348305096451,21.709628359256964,4.963285850777796,5.800000000000005e-2,2.854344719480175e-3,"cx9_5: 4.625e-2, cx9_8: 3.588e-2, cx9_10: 4.433e-2",Thu Jul 09 2020 16:02:35 GMT+0800 (中国标准时间)
Q10,61.29622591788038,59.32827445728457,4.945212898904751,2.400000000000002e-2,9.093070398973078e-4,"cx10_4: 2.533e-2, cx10_9: 4.433e-2, cx10_11: 2.327e-2",Thu Jul 09 2020 16:02:35 GMT+0800 (中国标准时间)
Q11,74.98973481167806,114.88635068714483,5.004959593537078,4.600000000000004e-2,5.551334129576151e-4,"cx11_3: 2.785e-2, cx11_10: 2.327e-2, cx11_12: 1.545e-2",Thu Jul 09 2020 16:02:35 GMT+0800 (中国标准时间)
Q12,114.92757398371901,57.65969395153683,4.759997534392263,3.4499999999999975e-2,6.044224778150217e-4,"cx12_2: 3.477e-2, cx12_11: 1.545e-2, cx12_13: 2.755e-2",Thu Jul 09 2020 16:02:35 GMT+0800 (中国标准时间)
Q13,28.395096953808206,50.440248790839476,4.9683266385628375,8.850000000000002e-2,1.8308960724234108e-3,"cx13_1: 6.177e-2, cx13_12: 2.755e-2, cx13_14: 4.033e-2",Thu Jul 09 2020 16:02:35 GMT+0800 (中国标准时间)
Q14,39.46063539575969,47.83312568273843,5.001476286741442,3.849999999999998e-2,8.24897234644387e-4,"cx14_0: 2.655e-2, cx14_13: 4.033e-2",Thu Jul 09 2020 16:02:35 GMT+0800 (中国标准时间)
