Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,59.038746051037755,21.880186876418996,5.100160127263414,2.6000000000000023e-2,6.993848036919748e-4,"cx0_1: 2.015e-2, cx0_14: 3.514e-2",Mon Jun 01 2020 16:08:55 GMT+0800 (中国标准时间)
Q1,62.538823845009595,104.3151772336273,5.238469034867494,6.05e-2,9.270929044562139e-4,"cx1_0: 2.015e-2, cx1_2: 1.427e-2, cx1_13: 5.910e-2",Mon Jun 01 2020 16:08:55 GMT+0800 (中国标准时间)
Q2,68.11346207647821,68.59957497540465,5.032886069429555,2.9000000000000026e-2,9.702046564289227e-4,"cx2_1: 1.427e-2, cx2_3: 2.470e-2, cx2_12: 3.654e-2",Mon Jun 01 2020 16:08:55 GMT+0800 (中国标准时间)
Q3,76.97435261057406,52.23970653593114,4.896089980279245,4.049999999999998e-2,3.614852859020069e-4,"cx3_2: 2.470e-2, cx3_4: 1.516e-2, cx3_11: 3.054e-2",Mon Jun 01 2020 16:08:55 GMT+0800 (中国标准时间)
Q4,68.4575202541246,28.189064671361216,5.026223693641521,2.849999999999997e-2,8.536042756263496e-4,"cx4_3: 1.516e-2, cx4_5: 3.398e-2, cx4_10: 2.643e-2",Mon Jun 01 2020 16:08:55 GMT+0800 (中国标准时间)
Q5,18.583935045081617,38.596740990105054,5.066766182773182,6.25e-2,3.6852466421373447e-3,"cx5_4: 3.398e-2, cx5_6: 4.536e-2, cx5_9: 3.569e-2",Mon Jun 01 2020 16:08:55 GMT+0800 (中国标准时间)
Q6,78.73661472896205,91.13995908317833,4.924042480763759,3.300000000000003e-2,1.1064985995488602e-3,"cx6_5: 4.536e-2, cx6_8: 3.070e-2",Mon Jun 01 2020 16:08:55 GMT+0800 (中国标准时间)
Q7,45.4985011806672,76.50063996871448,4.974507705049081,4.600000000000004e-2,1.428378704463774e-3,"cx7_8: 2.496e-2",Mon Jun 01 2020 16:08:55 GMT+0800 (中国标准时间)
Q8,44.17488801288117,82.1424891618986,4.7406602053183295,3.0499999999999994e-1,7.007566405169153e-4,"cx8_6: 3.070e-2, cx8_7: 2.496e-2, cx8_9: 3.121e-2",Mon Jun 01 2020 16:08:55 GMT+0800 (中国标准时间)
Q9,41.763821819423804,72.37480742890706,4.963287361994187,3.949999999999998e-2,1.5648442592850903e-3,"cx9_5: 3.569e-2, cx9_8: 3.121e-2, cx9_10: 4.185e-2",Mon Jun 01 2020 16:08:55 GMT+0800 (中国标准时间)
Q10,65.39582002118124,52.14712091502159,4.945208070436466,4.200000000000004e-2,1.7089208021549788e-3,"cx10_4: 2.643e-2, cx10_9: 4.185e-2, cx10_11: 2.333e-2",Mon Jun 01 2020 16:08:55 GMT+0800 (中国标准时间)
Q11,51.65349829603431,62.98966613403106,5.004846251267923,2.6499999999999968e-2,7.881419593202959e-4,"cx11_3: 3.054e-2, cx11_10: 2.333e-2, cx11_12: 2.782e-2",Mon Jun 01 2020 16:08:55 GMT+0800 (中国标准时间)
Q12,101.87260750973098,59.117063905067205,4.759992648881052,3.3500000000000085e-2,7.078338449253565e-4,"cx12_2: 3.654e-2, cx12_11: 2.782e-2, cx12_13: 3.663e-2",Mon Jun 01 2020 16:08:55 GMT+0800 (中国标准时间)
Q13,24.234846751505362,39.56585368454429,4.968334131526187,9.350000000000003e-2,1.966104612474906e-3,"cx13_1: 5.910e-2, cx13_12: 3.663e-2, cx13_14: 4.728e-2",Mon Jun 01 2020 16:08:55 GMT+0800 (中国标准时间)
Q14,41.524960530324705,42.58707266141737,5.001477850984479,4.0000000000000036e-2,9.866867012526016e-4,"cx14_0: 3.514e-2, cx14_13: 4.728e-2",Mon Jun 01 2020 16:08:55 GMT+0800 (中国标准时间)
