Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,66.10733109894096,76.74480738769226,5.286394787800938,2.4499999999999966e-2,9.498447634634457e-4,"cx0_1: 1.530e-2, cx0_2: 1.418e-2",Fri Jul 03 2020 17:02:32 GMT+0800 (中国标准时间)
Q1,67.22981702770544,86.39152191495145,5.238266491774952,1.200000000000001e-2,7.092724595921449e-4,"cx1_0: 1.530e-2, cx1_2: 2.554e-2",Fri Jul 03 2020 17:02:32 GMT+0800 (中国标准时间)
Q2,54.67612647613838,73.84150421375023,5.030504330199235,1.9500000000000073e-2,5.767617612689319e-4,"cx2_0: 1.418e-2, cx2_1: 2.554e-2, cx2_3: 1.520e-2, cx2_4: 1.386e-2",Fri Jul 03 2020 17:02:32 GMT+0800 (中国标准时间)
Q3,52.59196901559161,40.53770903250621,5.295636738455648,2.7000000000000024e-2,8.594172588045592e-4,"cx3_2: 1.520e-2, cx3_4: 1.271e-2",Fri Jul 03 2020 17:02:32 GMT+0800 (中国标准时间)
Q4,63.17186787763976,55.110207874919396,5.084384195745258,1.100000000000001e-2,5.189414542521442e-4,"cx4_2: 1.386e-2, cx4_3: 1.271e-2",Fri Jul 03 2020 17:02:32 GMT+0800 (中国标准时间)
