Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,91.31200772976099,71.04682059401188,4.820271732573506,1.8000000000000016e-2,4.1633666448075157e-4,"cx0_1: 8.590e-3",Fri Jul 03 2020 15:20:31 GMT+0800 (中国标准时间)
Q1,58.019422209516804,28.228417241467277,4.890410994455342,2.400000000000002e-2,5.488284411834138e-4,"cx1_0: 8.590e-3, cx1_2: 1.306e-2, cx1_3: 1.293e-2",Fri Jul 03 2020 15:20:31 GMT+0800 (中国标准时间)
Q2,112.5556151945856,155.80091767381364,4.716572376280543,1.4000000000000012e-2,2.9998619963270633e-4,"cx2_1: 1.306e-2",Fri Jul 03 2020 15:20:31 GMT+0800 (中国标准时间)
Q3,106.9548961650799,40.48255155750095,4.789013459848727,3.1000000000000028e-2,5.634718753229986e-4,"cx3_1: 1.293e-2, cx3_4: 7.439e-3",Fri Jul 03 2020 15:20:31 GMT+0800 (中国标准时间)
Q4,93.32012155851565,28.292680312433788,5.0237989050485234,4.1000000000000036e-2,4.877546694896908e-4,"cx4_3: 7.439e-3",Fri Jul 03 2020 15:20:31 GMT+0800 (中国标准时间)
