Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,66.61018494626421,97.49681826507677,5.114868875256744,2.5800000000000045e-2,4.470253434992037e-4,"cx0_1: 2.170e-2, cx0_14: 2.227e-2",Thu Aug 20 2020 14:31:17 GMT+0800 (中国标准时间)
Q1,49.152776799281845,53.46760658630405,5.235696165906263,3.959999999999997e-2,1.515042249355378e-3,"cx1_0: 2.170e-2, cx1_2: 1.226e-2, cx1_13: 5.337e-2",Thu Aug 20 2020 14:31:17 GMT+0800 (中国标准时间)
Q2,79.90355739361856,97.5995418944856,5.0383603464165265,3.1000000000000028e-2,8.561228786863961e-4,"cx2_1: 1.226e-2, cx2_3: 2.006e-2, cx2_12: 3.575e-2",Thu Aug 20 2020 14:31:17 GMT+0800 (中国标准时间)
Q3,70.98624256325792,16.217785793733217,4.894582796764006,1.362e-1,4.65369377310058e-4,"cx3_2: 2.006e-2, cx3_4: 1.570e-2, cx3_11: 2.848e-2",Thu Aug 20 2020 14:31:17 GMT+0800 (中国标准时间)
Q4,69.61857257536846,69.83801364630213,5.021598067013169,4.149999999999998e-2,6.735215969741255e-4,"cx4_3: 1.570e-2, cx4_5: 2.755e-2, cx4_10: 3.434e-2",Thu Aug 20 2020 14:31:17 GMT+0800 (中国标准时间)
Q5,21.105157181870112,27.67109447941515,5.073066003381507,6.45e-2,2.3937841423839336e-3,"cx5_4: 2.755e-2, cx5_6: 4.930e-2, cx5_9: 3.786e-2",Thu Aug 20 2020 14:31:17 GMT+0800 (中国标准时间)
Q6,68.718348677545,88.30782137042048,4.929353324918399,3.0299999999999994e-2,1.0604611891381766e-3,"cx6_5: 4.930e-2, cx6_8: 3.000e-2",Thu Aug 20 2020 14:31:17 GMT+0800 (中国标准时间)
Q7,41.40674439371884,13.800967496229108,4.9826144296075885,3.839999999999999e-2,1.916992956118391e-3,"cx7_8: 2.359e-2",Thu Aug 20 2020 14:31:17 GMT+0800 (中国标准时间)
Q8,48.05659779329157,101.1458399588132,4.751653352320754,5.8699999999999974e-2,6.027849394195459e-4,"cx8_6: 3.000e-2, cx8_7: 2.359e-2, cx8_9: 2.847e-2",Thu Aug 20 2020 14:31:17 GMT+0800 (中国标准时间)
Q9,43.18332076502985,56.174043833691236,4.973463740649139,8.919999999999995e-2,1.628435622022671e-3,"cx9_5: 3.786e-2, cx9_8: 2.847e-2, cx9_10: 3.801e-2",Thu Aug 20 2020 14:31:17 GMT+0800 (中国标准时间)
Q10,78.80842451564833,72.28897102383105,4.944804264333605,3.6799999999999944e-2,2.1264739888657304e-3,"cx10_4: 3.434e-2, cx10_9: 3.801e-2, cx10_11: 2.915e-2",Thu Aug 20 2020 14:31:17 GMT+0800 (中国标准时间)
Q11,40.34171453341069,56.52551907994242,4.997305705247297,4.359999999999997e-2,7.283452185385329e-4,"cx11_3: 2.848e-2, cx11_10: 2.915e-2, cx11_12: 1.694e-2",Thu Aug 20 2020 14:31:17 GMT+0800 (中国标准时间)
Q12,76.2506959998585,58.98844700718115,4.763423275206956,2.5859999999999994e-1,6.907556686852808e-4,"cx12_2: 3.575e-2, cx12_11: 1.694e-2, cx12_13: 2.519e-2",Thu Aug 20 2020 14:31:17 GMT+0800 (中国标准时间)
Q13,27.718148355730694,23.709041492515254,4.974262143140972,9.089999999999998e-2,2.153089873158432e-3,"cx13_1: 5.337e-2, cx13_12: 2.519e-2, cx13_14: 3.115e-2",Thu Aug 20 2020 14:31:17 GMT+0800 (中国标准时间)
Q14,42.02804271740461,52.67228775553244,5.006783168833331,5.259999999999998e-2,6.838139319438278e-4,"cx14_0: 2.227e-2, cx14_13: 3.115e-2",Thu Aug 20 2020 14:31:17 GMT+0800 (中国标准时间)
