Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,75.35686008239529,28.978303121179408,5.10016289758126,2.100000000000002e-2,4.442627490206749e-4,"cx0_1: 1.622e-2, cx0_14: 3.224e-2",Tue Jun 16 2020 16:10:59 GMT+0800 (中国标准时间)
Q1,70.51920367912152,106.9240678122186,5.238465612039609,7.650000000000001e-2,1.1579809438655862e-3,"cx1_0: 1.622e-2, cx1_2: 1.584e-2, cx1_13: 5.720e-2",Tue Jun 16 2020 16:10:59 GMT+0800 (中国标准时间)
Q2,30.75374812994067,54.05217609600669,5.032826432621332,4.749999999999999e-2,1.2784834294784022e-3,"cx2_1: 1.584e-2, cx2_3: 2.942e-2, cx2_12: 4.643e-2",Tue Jun 16 2020 16:10:59 GMT+0800 (中国标准时间)
Q3,73.12281155294933,57.58859586281818,4.896089672289218,4.4499999999999984e-2,3.9289694872120137e-4,"cx3_2: 2.942e-2, cx3_4: 4.900e-2, cx3_11: 2.243e-2",Tue Jun 16 2020 16:10:59 GMT+0800 (中国标准时间)
Q4,56.57731509158894,4.938341557729441,5.026241617882581,6.95e-2,6.501604311041856e-3,"cx4_3: 4.900e-2, cx4_5: 9.277e-2, cx4_10: 6.751e-2",Tue Jun 16 2020 16:10:59 GMT+0800 (中国标准时间)
Q5,16.437921844252873,33.427051490926914,5.0667840612307025,1.1099999999999999e-1,3.5447481774067277e-3,"cx5_4: 9.277e-2, cx5_6: 5.136e-2, cx5_9: 4.387e-2",Tue Jun 16 2020 16:10:59 GMT+0800 (中国标准时间)
Q6,74.62439225695465,114.08917586870007,4.924043603415514,3.0000000000000027e-2,8.600198813730907e-4,"cx6_5: 5.136e-2, cx6_8: 3.554e-2",Tue Jun 16 2020 16:10:59 GMT+0800 (中国标准时间)
Q7,40.211783975414605,65.11020992101383,4.974503072022303,5.249999999999999e-2,1.984259268710223e-3,"cx7_8: 3.514e-2",Tue Jun 16 2020 16:10:59 GMT+0800 (中国标准时间)
Q8,32.516331867650756,49.280140223628926,4.740669972502344,2.9100000000000004e-1,1.277222157648968e-3,"cx8_6: 3.554e-2, cx8_7: 3.514e-2, cx8_9: 4.171e-2",Tue Jun 16 2020 16:10:59 GMT+0800 (中国标准时间)
Q9,39.140173538696196,69.99793397596076,4.963284898944497,5.5499999999999994e-2,1.7095620563838977e-3,"cx9_5: 4.387e-2, cx9_8: 4.171e-2, cx9_10: 3.785e-2",Tue Jun 16 2020 16:10:59 GMT+0800 (中国标准时间)
Q10,70.74838521995709,61.875129862760936,4.945212048841913,5.2999999999999936e-2,1.377347590303452e-3,"cx10_4: 6.751e-2, cx10_9: 3.785e-2, cx10_11: 2.850e-2",Tue Jun 16 2020 16:10:59 GMT+0800 (中国标准时间)
Q11,63.9934562581064,110.41064093865047,5.004969931785743,3.4499999999999975e-2,5.046883689749708e-4,"cx11_3: 2.243e-2, cx11_10: 2.850e-2, cx11_12: 1.700e-2",Tue Jun 16 2020 16:10:59 GMT+0800 (中国标准时间)
Q12,101.72684517404981,51.941754334876535,4.759997495950777,3.300000000000003e-2,6.373576877767919e-4,"cx12_2: 4.643e-2, cx12_11: 1.700e-2, cx12_13: 2.579e-2",Tue Jun 16 2020 16:10:59 GMT+0800 (中国标准时间)
Q13,29.87643197516418,53.04465612474062,4.9683286951103325,9.600000000000009e-2,2.367054037960366e-3,"cx13_1: 5.720e-2, cx13_12: 2.579e-2, cx13_14: 3.451e-2",Tue Jun 16 2020 16:10:59 GMT+0800 (中国标准时间)
Q14,43.81942380647516,48.88713457030856,5.001483713760279,3.4499999999999975e-2,5.656105167734738e-4,"cx14_0: 3.224e-2, cx14_13: 3.451e-2",Tue Jun 16 2020 16:10:59 GMT+0800 (中国标准时间)
