Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,71.56848434255129,21.20915434647983,5.10016074728414,2.100000000000002e-2,4.959035029524382e-4,"cx0_1: 1.601e-2, cx0_14: 2.587e-2",Sun Jun 07 2020 15:56:06 GMT+0800 (中国标准时间)
Q1,59.48516808084847,123.74265854115194,5.238454058278838,8.150000000000002e-2,9.148952910443525e-4,"cx1_0: 1.601e-2, cx1_2: 1.194e-2, cx1_13: 6.007e-2",Sun Jun 07 2020 15:56:06 GMT+0800 (中国标准时间)
Q2,72.16059199038295,123.63894750120997,5.032820940911637,1.649999999999996e-2,8.437988394107821e-4,"cx2_1: 1.194e-2, cx2_3: 2.595e-2, cx2_12: 4.160e-2",Sun Jun 07 2020 15:56:06 GMT+0800 (中国标准时间)
Q3,58.663316052212444,61.42430021702074,4.896085477312986,5.8499999999999996e-2,4.919846363296897e-4,"cx3_2: 2.595e-2, cx3_4: 3.111e-2, cx3_11: 5.754e-2",Sun Jun 07 2020 15:56:06 GMT+0800 (中国标准时间)
Q4,63.274820853541996,30.332348915137352,5.026221403026739,3.649999999999998e-2,1.3116073937688277e-3,"cx4_3: 3.111e-2, cx4_5: 3.205e-2, cx4_10: 4.399e-2",Sun Jun 07 2020 15:56:06 GMT+0800 (中国标准时间)
Q5,17.07615551505799,28.119072302484756,5.066781988100616,1.120000000000001e-1,3.8080467555767546e-3,"cx5_4: 3.205e-2, cx5_6: 4.856e-2, cx5_9: 4.409e-2",Sun Jun 07 2020 15:56:06 GMT+0800 (中国标准时间)
Q6,80.72884443405178,84.63424141108312,4.924042731713248,3.049999999999997e-2,9.805022259999326e-4,"cx6_5: 4.856e-2, cx6_8: 3.074e-2",Sun Jun 07 2020 15:56:06 GMT+0800 (中国标准时间)
Q7,41.911811708568145,79.71824126978174,4.9745089485805964,5.249999999999999e-2,1.7948297189564397e-3,"cx7_8: 2.875e-2",Sun Jun 07 2020 15:56:06 GMT+0800 (中国标准时间)
Q8,40.178010298318405,72.69849225219922,4.7406588641541765,2.9400000000000004e-1,5.622392032308997e-4,"cx8_6: 3.074e-2, cx8_7: 2.875e-2, cx8_9: 2.721e-2",Sun Jun 07 2020 15:56:06 GMT+0800 (中国标准时间)
Q9,46.81458376019736,83.99130621009986,4.963279660396316,3.749999999999998e-2,1.4483625977455277e-3,"cx9_5: 4.409e-2, cx9_8: 2.721e-2, cx9_10: 5.387e-2",Sun Jun 07 2020 15:56:06 GMT+0800 (中国标准时间)
Q10,59.87187079180629,52.82466612629746,4.9452133018045545,3.8999999999999924e-2,3.1821682775556807e-3,"cx10_4: 4.399e-2, cx10_9: 5.387e-2, cx10_11: 6.598e-2",Sun Jun 07 2020 15:56:06 GMT+0800 (中国标准时间)
Q11,63.9934562581064,42.579497827106245,5.004790951396089,3.849999999999998e-2,2.7785298165157145e-3,"cx11_3: 5.754e-2, cx11_10: 6.598e-2, cx11_12: 3.140e-2",Sun Jun 07 2020 15:56:06 GMT+0800 (中国标准时间)
Q12,76.44853339181522,53.74315962748896,4.759993302823378,3.400000000000003e-2,5.439617650130143e-4,"cx12_2: 4.160e-2, cx12_11: 3.140e-2, cx12_13: 2.717e-2",Sun Jun 07 2020 15:56:06 GMT+0800 (中国标准时间)
Q13,30.728501160667665,51.34555969226591,4.96832976368539,1.1050000000000004e-1,1.7333483901916928e-3,"cx13_1: 6.007e-2, cx13_12: 2.717e-2, cx13_14: 3.808e-2",Sun Jun 07 2020 15:56:06 GMT+0800 (中国标准时间)
Q14,41.98701857182526,47.49170561363705,5.00147512666263,3.0000000000000027e-2,6.755991789389664e-4,"cx14_0: 2.587e-2, cx14_13: 3.808e-2",Sun Jun 07 2020 15:56:06 GMT+0800 (中国标准时间)
