Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,88.74481012145408,120.87961297302228,4.499397779922597,3.500000000000003e-2,4.386527189321945e-4,"cx0_1: 8.806e-3",Sun Jun 07 2020 16:02:29 GMT+0800 (中国标准时间)
Q1,110.93789022156069,186.96647963618838,4.694639966428502,3.3333333333333326e-2,3.396428006635337e-4,"cx1_0: 8.806e-3, cx1_2: 1.530e-2, cx1_3: 1.365e-2",Sun Jun 07 2020 16:02:29 GMT+0800 (中国标准时间)
Q2,83.67920359438413,129.67542847347502,4.663327597862227,3.833333333333333e-2,5.876371201946422e-4,"cx2_1: 1.530e-2",Sun Jun 07 2020 16:02:29 GMT+0800 (中国标准时间)
Q3,52.446819101961076,71.18403371291575,4.653755217215542,4.500000000000004e-2,8.172860532322489e-4,"cx3_1: 1.365e-2, cx3_4: 1.264e-2",Sun Jun 07 2020 16:02:29 GMT+0800 (中国标准时间)
Q4,90.22934420949939,110.82843501453338,4.610934642183718,7.833333333333337e-2,4.479620580674373e-4,"cx4_3: 1.264e-2",Sun Jun 07 2020 16:02:29 GMT+0800 (中国标准时间)
