Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,68.61751009998451,25.403462125828238,5.10016297619557,1.7000000000000015e-2,4.788402125432547e-4,"cx0_1: 1.811e-2, cx0_14: 2.549e-2",Mon Jun 29 2020 15:55:46 GMT+0800 (中国标准时间)
Q1,68.42761162524414,102.37059661836625,5.238461598180626,6.55e-2,1.2213677814244853e-3,"cx1_0: 1.811e-2, cx1_2: 1.083e-2, cx1_13: 5.376e-2",Mon Jun 29 2020 15:55:46 GMT+0800 (中国标准时间)
Q2,70.6014322804417,114.97787035756966,5.032820912807288,3.1000000000000028e-2,6.182532982939238e-4,"cx2_1: 1.083e-2, cx2_3: 1.945e-2, cx2_12: 3.598e-2",Mon Jun 29 2020 15:55:46 GMT+0800 (中国标准时间)
Q3,76.75935800491355,65.83724518540863,4.896089342447518,5.5499999999999994e-2,4.92861346903742e-4,"cx3_2: 1.945e-2, cx3_4: 1.900e-2, cx3_11: 2.535e-2",Mon Jun 29 2020 15:55:46 GMT+0800 (中国标准时间)
Q4,62.56746907855538,30.183102960187064,5.026229080797437,1.5649999999999997e-1,1.3534553037086296e-3,"cx4_3: 1.900e-2, cx4_5: 3.250e-2, cx4_10: 3.757e-2",Mon Jun 29 2020 15:55:46 GMT+0800 (中国标准时间)
Q5,22.331386111112774,49.14252318207947,5.066896586462786,5.7499999999999996e-2,2.520652188679924e-3,"cx5_4: 3.250e-2, cx5_6: 4.666e-2, cx5_9: 3.249e-2",Mon Jun 29 2020 15:55:46 GMT+0800 (中国标准时间)
Q6,75.25965645666577,94.48615608650637,4.924041883428731,2.6000000000000023e-2,9.289776585083557e-4,"cx6_5: 4.666e-2, cx6_8: 3.152e-2",Mon Jun 29 2020 15:55:46 GMT+0800 (中国标准时间)
Q7,30.25973246382246,55.505031400980215,4.974511704659822,7.550000000000001e-2,3.692083335339887e-3,"cx7_8: 3.486e-2",Mon Jun 29 2020 15:55:46 GMT+0800 (中国标准时间)
Q8,35.239941519109045,61.7446992211024,4.740670359691147,2.6349999999999996e-1,7.175079407106771e-4,"cx8_6: 3.152e-2, cx8_7: 3.486e-2, cx8_9: 3.361e-2",Mon Jun 29 2020 15:55:46 GMT+0800 (中国标准时间)
Q9,47.219151140872896,94.29963864024785,4.963291680127125,5.449999999999999e-2,1.222357200350916e-3,"cx9_5: 3.249e-2, cx9_8: 3.361e-2, cx9_10: 3.030e-2",Mon Jun 29 2020 15:55:46 GMT+0800 (中国标准时间)
Q10,67.06597861655239,61.28321600509694,4.945212172902326,2.100000000000002e-2,1.1492132148523348e-3,"cx10_4: 3.757e-2, cx10_9: 3.030e-2, cx10_11: 2.380e-2",Mon Jun 29 2020 15:55:46 GMT+0800 (中国标准时间)
Q11,66.31742431616694,85.72992062186502,5.00495854325714,4.699999999999993e-2,5.888434866961287e-4,"cx11_3: 2.535e-2, cx11_10: 2.380e-2, cx11_12: 1.754e-2",Mon Jun 29 2020 15:55:46 GMT+0800 (中国标准时间)
Q12,73.86708086339135,49.30354635185591,4.759997035789617,3.3500000000000085e-2,7.408418804823497e-4,"cx12_2: 3.598e-2, cx12_11: 1.754e-2, cx12_13: 3.080e-2",Mon Jun 29 2020 15:55:46 GMT+0800 (中国标准时间)
Q13,29.613019493402266,49.32198875103667,4.96832975549673,9.000000000000008e-2,2.9847132601877446e-3,"cx13_1: 5.376e-2, cx13_12: 3.080e-2, cx13_14: 4.247e-2",Mon Jun 29 2020 15:55:46 GMT+0800 (中国标准时间)
Q14,40.39005829139083,46.53788814370092,5.001469877655903,3.499999999999992e-2,8.450962489278584e-4,"cx14_0: 2.549e-2, cx14_13: 4.247e-2",Mon Jun 29 2020 15:55:46 GMT+0800 (中国标准时间)
