Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,65.70722779893262,20.19605913601681,5.100162240721107,2.5000000000000022e-2,5.513718318673102e-4,"cx0_1: 2.111e-2, cx0_14: 3.201e-2",Mon May 25 2020 15:52:53 GMT+0800 (China Standard Time)
Q1,45.909176373879994,77.65653215105434,5.238464658341971,6.45e-2,1.3366829270700384e-3,"cx1_0: 2.111e-2, cx1_2: 3.229e-2, cx1_13: 6.844e-2",Mon May 25 2020 15:52:53 GMT+0800 (China Standard Time)
Q2,56.58406510886363,60.843905711107766,5.032836661028267,5.349999999999999e-2,1.2726101269643962e-3,"cx2_1: 3.229e-2, cx2_3: 1.727e-2, cx2_12: 3.650e-2",Mon May 25 2020 15:52:53 GMT+0800 (China Standard Time)
Q3,81.37204848671097,66.0282026384724,4.896088677436158,3.649999999999998e-2,5.76757032373326e-4,"cx3_2: 1.727e-2, cx3_4: 1.475e-2, cx3_11: 1.000e+0",Mon May 25 2020 15:52:53 GMT+0800 (China Standard Time)
Q4,58.46598881320891,28.103632931075442,5.026226590123303,3.4499999999999975e-2,9.08065276023885e-4,"cx4_3: 1.475e-2, cx4_5: 3.651e-2, cx4_10: 3.382e-2",Mon May 25 2020 15:52:53 GMT+0800 (China Standard Time)
Q5,16.18487841508249,19.59951414762329,5.066761608017039,6.25e-2,3.5328867385358447e-3,"cx5_4: 3.651e-2, cx5_6: 6.301e-2, cx5_9: 4.805e-2",Mon May 25 2020 15:52:53 GMT+0800 (China Standard Time)
Q6,81.0134131393544,76.90560147776783,4.924043139054189,2.300000000000002e-2,1.1688444296078628e-3,"cx6_5: 6.301e-2, cx6_8: 2.699e-2",Mon May 25 2020 15:52:53 GMT+0800 (China Standard Time)
Q7,45.26012141019903,85.37520429925425,4.974511082340594,3.1000000000000028e-2,1.3706242012516841e-3,"cx7_8: 2.794e-2",Mon May 25 2020 15:52:53 GMT+0800 (China Standard Time)
Q8,27.7012433191783,71.90394156369564,4.740665692171175,2.849999999999999e-1,1.076699665671666e-3,"cx8_6: 2.699e-2, cx8_7: 2.794e-2, cx8_9: 2.943e-2",Mon May 25 2020 15:52:53 GMT+0800 (China Standard Time)
Q9,39.10861127763814,68.55072329308081,4.96328232928671,3.400000000000003e-2,1.6852981335219806e-3,"cx9_5: 4.805e-2, cx9_8: 2.943e-2, cx9_10: 4.200e-2",Mon May 25 2020 15:52:53 GMT+0800 (China Standard Time)
Q10,55.4027091871718,47.980697953637055,4.945203683671958,4.249999999999998e-2,2.1021896211632146e-3,"cx10_4: 3.382e-2, cx10_9: 4.200e-2, cx10_11: 4.810e-2",Mon May 25 2020 15:52:53 GMT+0800 (China Standard Time)
Q11,64.19714602735695,45.413553138107815,5.004733282321373,8.000000000000007e-2,2.110020557984501e-2,"cx11_3: 1.000e+0, cx11_10: 4.810e-2, cx11_12: 1.000e+0",Mon May 25 2020 15:52:53 GMT+0800 (China Standard Time)
Q12,77.01821361889222,44.0569360895109,4.759993609984304,2.8000000000000025e-2,7.411845472172335e-4,"cx12_2: 3.650e-2, cx12_11: 1.000e+0, cx12_13: 4.213e-2",Mon May 25 2020 15:52:53 GMT+0800 (China Standard Time)
Q13,28.349218072218978,47.836020804647475,4.96831451811359,9.749999999999992e-2,2.1135505184434874e-3,"cx13_1: 6.844e-2, cx13_12: 4.213e-2, cx13_14: 4.564e-2",Mon May 25 2020 15:52:53 GMT+0800 (China Standard Time)
Q14,39.238445280045276,45.0501886639831,5.001477603716125,4.699999999999993e-2,9.708535000993657e-4,"cx14_0: 3.201e-2, cx14_13: 4.564e-2",Mon May 25 2020 15:52:53 GMT+0800 (China Standard Time)
