Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,72.68808980649183,16.088305237774012,5.100158727431729,1.3500000000000068e-2,3.896077771476847e-4,"cx0_1: 2.047e-2, cx0_14: 3.140e-2",Tue Jun 23 2020 16:28:10 GMT+0800 (中国标准时间)
Q1,58.65162336979555,99.64327860212566,5.238435334386954,8.450000000000002e-2,8.562752928826711e-4,"cx1_0: 2.047e-2, cx1_2: 1.235e-2, cx1_13: 6.002e-2",Tue Jun 23 2020 16:28:10 GMT+0800 (中国标准时间)
Q2,79.15688061722139,146.4978503272691,5.032822088009269,1.8000000000000016e-2,1.0154068706098398e-3,"cx2_1: 1.235e-2, cx2_3: 1.920e-2, cx2_12: 3.552e-2",Tue Jun 23 2020 16:28:10 GMT+0800 (中国标准时间)
Q3,84.31459473346351,65.21816762436566,4.896090321262425,5.049999999999999e-2,3.950440295298067e-4,"cx3_2: 1.920e-2, cx3_4: 2.312e-2, cx3_11: 2.265e-2",Tue Jun 23 2020 16:28:10 GMT+0800 (中国标准时间)
Q4,50.14526013167853,27.20305930887874,5.026232729338548,1.775e-1,1.8301314890409577e-3,"cx4_3: 2.312e-2, cx4_5: 3.375e-2, cx4_10: 3.602e-2",Tue Jun 23 2020 16:28:10 GMT+0800 (中国标准时间)
Q5,19.054420699050215,34.40393561181754,5.066777935144247,8.450000000000002e-2,2.7137772415151574e-3,"cx5_4: 3.375e-2, cx5_6: 5.725e-2, cx5_9: 4.008e-2",Tue Jun 23 2020 16:28:10 GMT+0800 (中国标准时间)
Q6,81.6711242735759,81.25752614642322,4.924050591981585,1.2050000000000005e-1,1.9141439084131952e-3,"cx6_5: 5.725e-2, cx6_8: 3.102e-2",Tue Jun 23 2020 16:28:10 GMT+0800 (中国标准时间)
Q7,39.00503286502823,77.58042016691695,4.97450575513629,6.45e-2,2.454076320190902e-3,"cx7_8: 2.979e-2",Tue Jun 23 2020 16:28:10 GMT+0800 (中国标准时间)
Q8,40.050921898273494,72.58012280050006,4.740671202529401,2.69e-1,6.879173132745382e-4,"cx8_6: 3.102e-2, cx8_7: 2.979e-2, cx8_9: 4.025e-2",Tue Jun 23 2020 16:28:10 GMT+0800 (中国标准时间)
Q9,41.88775605851111,80.87141313235863,4.963278638077342,6.2000000000000055e-2,1.8265099937356164e-3,"cx9_5: 4.008e-2, cx9_8: 4.025e-2, cx9_10: 3.563e-2",Tue Jun 23 2020 16:28:10 GMT+0800 (中国标准时间)
Q10,52.020225725025405,51.464899481281925,4.945209083319202,2.2499999999999964e-2,1.3059831075336805e-3,"cx10_4: 3.602e-2, cx10_9: 3.563e-2, cx10_11: 2.592e-2",Tue Jun 23 2020 16:28:10 GMT+0800 (中国标准时间)
Q11,71.64494635627246,121.95514536133005,5.004970296509349,5.149999999999999e-2,6.51103090360059e-4,"cx11_3: 2.265e-2, cx11_10: 2.592e-2, cx11_12: 1.794e-2",Tue Jun 23 2020 16:28:10 GMT+0800 (中国标准时间)
Q12,89.64433887329514,54.47889027747072,4.759996297141626,4.700000000000004e-2,8.363135785105462e-4,"cx12_2: 3.552e-2, cx12_11: 1.794e-2, cx12_13: 2.985e-2",Tue Jun 23 2020 16:28:10 GMT+0800 (中国标准时间)
Q13,30.098223787171026,60.434060164898696,4.968327436839626,8.550000000000002e-2,1.5974705363039129e-3,"cx13_1: 6.002e-2, cx13_12: 2.985e-2, cx13_14: 4.081e-2",Tue Jun 23 2020 16:28:10 GMT+0800 (中国标准时间)
Q14,41.65029277757492,47.33689275968059,5.00147685426073,5.800000000000005e-2,9.727893247547663e-4,"cx14_0: 3.140e-2, cx14_13: 4.081e-2",Tue Jun 23 2020 16:28:10 GMT+0800 (中国标准时间)
