Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,107.42930252919818,83.95778554468781,4.8203537639897265,1.7000000000000015e-2,3.5092726358305047e-4,"cx0_1: 7.863e-3",Mon Jun 08 2020 15:40:59 GMT+0800 (中国标准时间)
Q1,77.60718107962484,33.88075645713345,4.890423107046684,2.6000000000000023e-2,4.784347850158972e-4,"cx1_0: 7.863e-3, cx1_2: 1.094e-2, cx1_3: 9.920e-3",Mon Jun 08 2020 15:40:59 GMT+0800 (中国标准时间)
Q2,121.76825122562818,105.7910413170922,4.716572683172222,1.7000000000000015e-2,1.8986242311082077e-4,"cx2_1: 1.094e-2",Mon Jun 08 2020 15:40:59 GMT+0800 (中国标准时间)
Q3,111.09850894365535,92.94751765607117,4.789219205323944,2.6000000000000023e-2,2.9139768882211284e-4,"cx3_1: 9.920e-3, cx3_4: 7.688e-3",Mon Jun 08 2020 15:40:59 GMT+0800 (中国标准时间)
Q4,59.96056931930073,26.005397983293854,5.0238258027019,5.600000000000005e-2,6.380612259679004e-4,"cx4_3: 7.688e-3",Mon Jun 08 2020 15:40:59 GMT+0800 (中国标准时间)
