Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,68.18112189947894,21.880186876418996,5.100161914814186,2.5500000000000078e-2,7.205337232510113e-4,"cx0_1: 1.673e-2, cx0_14: 3.042e-2",Tue Jun 02 2020 16:05:23 GMT+0800 (中国标准时间)
Q1,62.538823845009595,88.74625952980522,5.238470129117408,7.750000000000001e-2,9.740296167744581e-4,"cx1_0: 1.673e-2, cx1_2: 1.260e-2, cx1_13: 6.103e-2",Tue Jun 02 2020 16:05:23 GMT+0800 (中国标准时间)
Q2,71.4533211102429,108.20753195879763,5.032824223741998,2.5000000000000022e-2,1.0063576954933472e-3,"cx2_1: 1.260e-2, cx2_3: 1.904e-2, cx2_12: 3.699e-2",Tue Jun 02 2020 16:05:23 GMT+0800 (中国标准时间)
Q3,72.45323934947116,44.43895424823559,4.896091049282537,6.05e-2,3.303891737687391e-4,"cx3_2: 1.904e-2, cx3_4: 1.507e-2, cx3_11: 2.486e-2",Tue Jun 02 2020 16:05:23 GMT+0800 (中国标准时间)
Q4,73.348996089158,31.04992788738456,5.02622251533854,2.200000000000002e-2,1.191520291252259e-3,"cx4_3: 1.507e-2, cx4_5: 2.973e-2, cx4_10: 3.419e-2",Tue Jun 02 2020 16:05:23 GMT+0800 (中国标准时间)
Q5,19.251418896184962,37.5335854792528,5.06678784215145,7.899999999999996e-2,2.8639236891846082e-3,"cx5_4: 2.973e-2, cx5_6: 4.976e-2, cx5_9: 3.945e-2",Tue Jun 02 2020 16:05:23 GMT+0800 (中国标准时间)
Q6,91.00185358506367,107.31571247559805,4.924042475980731,2.400000000000002e-2,8.910944504405859e-4,"cx6_5: 4.976e-2, cx6_8: 3.532e-2",Tue Jun 02 2020 16:05:23 GMT+0800 (中国标准时间)
Q7,40.69858147871387,70.44691080490912,4.9745106058394555,4.249999999999998e-2,1.7026244404995967e-3,"cx7_8: 3.161e-2",Tue Jun 02 2020 16:05:23 GMT+0800 (中国标准时间)
Q8,37.43958446198968,65.31213347399245,4.740655587941223,2.5750000000000006e-1,1.3418897300091165e-3,"cx8_6: 3.532e-2, cx8_7: 3.161e-2, cx8_9: 7.404e-2",Tue Jun 02 2020 16:05:23 GMT+0800 (中国标准时间)
Q9,36.209746158152996,85.3162700964869,4.963283959831219,9.750000000000003e-2,5.399186773561918e-3,"cx9_5: 3.945e-2, cx9_8: 7.404e-2, cx9_10: 8.680e-2",Tue Jun 02 2020 16:05:23 GMT+0800 (中国标准时间)
Q10,61.41048360057234,52.14712091502159,4.945207781933372,3.500000000000003e-2,1.1653779448729058e-3,"cx10_4: 3.419e-2, cx10_9: 8.680e-2, cx10_11: 2.977e-2",Tue Jun 02 2020 16:05:23 GMT+0800 (中国标准时间)
Q11,51.65349829603431,81.41153816008391,5.004840970094857,3.3500000000000085e-2,7.716806973483213e-4,"cx11_3: 2.486e-2, cx11_10: 2.977e-2, cx11_12: 2.160e-2",Tue Jun 02 2020 16:05:23 GMT+0800 (中国标准时间)
Q12,91.43873231912447,60.145114256055514,4.759996558866224,3.849999999999998e-2,7.877573821348595e-4,"cx12_2: 3.699e-2, cx12_11: 2.160e-2, cx12_13: 2.641e-2",Tue Jun 02 2020 16:05:23 GMT+0800 (中国标准时间)
Q13,29.7472085889509,51.11041901789367,4.968326056015503,9.299999999999997e-2,2.0023657544513767e-3,"cx13_1: 6.103e-2, cx13_12: 2.641e-2, cx13_14: 4.369e-2",Tue Jun 02 2020 16:05:23 GMT+0800 (中国标准时间)
Q14,42.645579738808294,50.19813203696778,5.001482230459259,6.699999999999995e-2,8.054906336976521e-4,"cx14_0: 3.042e-2, cx14_13: 4.369e-2",Tue Jun 02 2020 16:05:23 GMT+0800 (中国标准时间)
