Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,58.469507486909,85.21996955433842,5.11486325252439,3.079999999999994e-2,4.72820930514787e-4,"cx0_1: 1.776e-2, cx0_14: 2.421e-2",Mon Aug 24 2020 14:43:29 GMT+0800 (中国标准时间)
Q1,59.52517088087569,56.07987940801547,5.235705223874293,3.91999999999999e-2,1.305647607996124e-3,"cx1_0: 1.776e-2, cx1_2: 1.448e-2, cx1_13: 4.418e-2",Mon Aug 24 2020 14:43:29 GMT+0800 (中国标准时间)
Q2,59.26841743205768,81.7917468377547,5.038360123832208,3.980000000000006e-2,7.693983480366771e-4,"cx2_1: 1.448e-2, cx2_3: 3.100e-2, cx2_12: 5.204e-2",Mon Aug 24 2020 14:43:29 GMT+0800 (中国标准时间)
Q3,75.36256197821825,16.733831713836388,4.894586449615488,9.560000000000002e-2,4.910380811577968e-4,"cx3_2: 3.100e-2, cx3_4: 1.386e-2, cx3_11: 3.221e-2",Mon Aug 24 2020 14:43:29 GMT+0800 (中国标准时间)
Q4,59.97006023854463,65.73570699511,5.021573426346268,3.639999999999999e-2,4.7804767362713535e-4,"cx4_3: 1.386e-2, cx4_5: 2.808e-2, cx4_10: 9.467e-2",Mon Aug 24 2020 14:43:29 GMT+0800 (中国标准时间)
Q5,19.759969911019045,34.53952781069922,5.073074655632579,4.590000000000005e-2,3.1074110333596055e-3,"cx5_4: 2.808e-2, cx5_6: 5.169e-2, cx5_9: 4.191e-2",Mon Aug 24 2020 14:43:29 GMT+0800 (中国标准时间)
Q6,63.923421901172794,80.99897151566489,4.929354536501862,3.770000000000007e-2,1.1046565533511395e-3,"cx6_5: 5.169e-2, cx6_8: 3.175e-2",Mon Aug 24 2020 14:43:29 GMT+0800 (中国标准时间)
Q7,40.27779635585362,13.46907622068697,4.982613921685592,3.949999999999998e-2,1.7478710883838408e-3,"cx7_8: 3.730e-2",Mon Aug 24 2020 14:43:29 GMT+0800 (中国标准时间)
Q8,107.25367765024069,128.67650907297724,4.751654575001341,6.1799999999999966e-2,5.911886433952943e-4,"cx8_6: 3.175e-2, cx8_7: 3.730e-2, cx8_9: 3.699e-2",Mon Aug 24 2020 14:43:29 GMT+0800 (中国标准时间)
Q9,37.063884095210355,67.75079381648831,4.973457195201628,6.159999999999999e-2,1.9445548968179593e-3,"cx9_5: 4.191e-2, cx9_8: 3.699e-2, cx9_10: 6.220e-2",Mon Aug 24 2020 14:43:29 GMT+0800 (中国标准时间)
Q10,75.30646895970482,48.84980774188458,4.944785690003656,4.390000000000005e-2,4.382811376916903e-3,"cx10_4: 9.467e-2, cx10_9: 6.220e-2, cx10_11: 3.156e-2",Mon Aug 24 2020 14:43:29 GMT+0800 (中国标准时间)
Q11,38.22127093206883,69.83631451262156,4.99725223973591,9.430000000000005e-2,5.952410966574338e-4,"cx11_3: 3.221e-2, cx11_10: 3.156e-2, cx11_12: 1.820e-2",Mon Aug 24 2020 14:43:29 GMT+0800 (中国标准时间)
Q12,75.32370793498214,59.63664704738255,4.76341806724106,1.452e-1,9.060818176895294e-4,"cx12_2: 5.204e-2, cx12_11: 1.820e-2, cx12_13: 2.445e-2",Mon Aug 24 2020 14:43:29 GMT+0800 (中国标准时间)
Q13,31.709191743489104,32.46347395115401,4.974260792794626,7.990000000000008e-2,2.0444249449916587e-3,"cx13_1: 4.418e-2, cx13_12: 2.445e-2, cx13_14: 3.138e-2",Mon Aug 24 2020 14:43:29 GMT+0800 (中国标准时间)
Q14,46.88431233822175,61.67816735852351,5.006783973280151,6.1799999999999966e-2,6.365685428132448e-4,"cx14_0: 2.421e-2, cx14_13: 3.138e-2",Mon Aug 24 2020 14:43:29 GMT+0800 (中国标准时间)
