Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,59.038746051037755,21.880186876418996,5.100156822532852,2.400000000000002e-2,8.412660740007481e-4,"cx0_1: 2.705e-2, cx0_14: 3.483e-2",Sun May 31 2020 16:03:40 GMT+0800 (China Standard Time)
Q1,64.86710235964519,125.90726020357312,5.238471274819094,1.19e-1,1.5252981222321038e-3,"cx1_0: 2.705e-2, cx1_2: 1.303e-2, cx1_13: 5.464e-2",Sun May 31 2020 16:03:40 GMT+0800 (China Standard Time)
Q2,68.11346207647821,89.84425239187131,5.032823345690868,2.7000000000000024e-2,1.1978165758744195e-3,"cx2_1: 1.303e-2, cx2_3: 2.069e-2, cx2_12: 3.517e-2",Sun May 31 2020 16:03:40 GMT+0800 (China Standard Time)
Q3,58.56232571541473,63.7471120976464,4.896094174908471,4.0000000000000036e-2,4.332166729170221e-4,"cx3_2: 2.069e-2, cx3_4: 1.339e-2, cx3_11: 9.464e-2",Sun May 31 2020 16:03:40 GMT+0800 (China Standard Time)
Q4,81.75641963938737,30.13955788429811,5.026221077822366,2.4499999999999966e-2,1.3528960973372727e-3,"cx4_3: 1.339e-2, cx4_5: 2.777e-2, cx4_10: 3.521e-2",Sun May 31 2020 16:03:40 GMT+0800 (China Standard Time)
Q5,18.520916855448725,36.477250681627666,5.066757717139178,6.05e-2,2.6859043196848895e-3,"cx5_4: 2.777e-2, cx5_6: 4.322e-2, cx5_9: 3.465e-2",Sun May 31 2020 16:03:40 GMT+0800 (China Standard Time)
Q6,92.2258877721316,97.69138580245492,4.924043701586276,2.3500000000000076e-2,8.077272548208681e-4,"cx6_5: 4.322e-2, cx6_8: 2.304e-2",Sun May 31 2020 16:03:40 GMT+0800 (China Standard Time)
Q7,33.882525786332394,59.039064456313135,4.9745087184127375,3.8999999999999924e-2,2.029766763888389e-3,"cx7_8: 3.513e-2",Sun May 31 2020 16:03:40 GMT+0800 (China Standard Time)
Q8,37.14896731409252,79.7500616434634,4.740665524616037,2.7049999999999996e-1,5.436302328681545e-4,"cx8_6: 2.304e-2, cx8_7: 3.513e-2, cx8_9: 2.703e-2",Sun May 31 2020 16:03:40 GMT+0800 (China Standard Time)
Q9,41.12250205134554,77.76175125841891,4.963286547043552,3.749999999999998e-2,1.6088718781884258e-3,"cx9_5: 3.465e-2, cx9_8: 2.703e-2, cx9_10: 4.417e-2",Sun May 31 2020 16:03:40 GMT+0800 (China Standard Time)
Q10,59.61912602829112,44.782136425528506,4.945209113345682,2.750000000000008e-2,1.6541374001370712e-3,"cx10_4: 3.521e-2, cx10_9: 4.417e-2, cx10_11: 4.681e-2",Sun May 31 2020 16:03:40 GMT+0800 (China Standard Time)
Q11,51.65349829603431,67.5410306552962,5.004785523149402,4.0000000000000036e-2,1.6912522136439583e-3,"cx11_3: 9.464e-2, cx11_10: 4.681e-2, cx11_12: 5.199e-2",Sun May 31 2020 16:03:40 GMT+0800 (China Standard Time)
Q12,101.87260750973098,59.117063905067205,4.759996078986824,3.750000000000009e-2,5.650015885898031e-4,"cx12_2: 3.517e-2, cx12_11: 5.199e-2, cx12_13: 2.780e-2",Sun May 31 2020 16:03:40 GMT+0800 (China Standard Time)
Q13,22.081685210729166,48.75013019036601,4.968322304288087,1.0799999999999998e-1,1.903968905936453e-3,"cx13_1: 5.464e-2, cx13_12: 2.780e-2, cx13_14: 5.836e-2",Sun May 31 2020 16:03:40 GMT+0800 (China Standard Time)
Q14,41.524457764767504,47.9687294060752,5.001474870576055,3.600000000000003e-2,9.565151217639309e-4,"cx14_0: 3.483e-2, cx14_13: 5.836e-2",Sun May 31 2020 16:03:40 GMT+0800 (China Standard Time)
