Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,67.81876153391065,34.735104909040174,4.82029312693158,4.499999999999993e-2,6.020346949975135e-4,"cx0_1: 9.936e-3",Thu Sep 17 2020 15:44:06 GMT+0800 (中国标准时间)
Q1,101.51899475403411,28.96837749245936,4.89017564879032,2.200000000000002e-2,4.1251986513263087e-4,"cx1_0: 9.936e-3, cx1_2: 9.425e-3, cx1_3: 1.517e-2",Thu Sep 17 2020 15:44:06 GMT+0800 (中国标准时间)
Q2,97.66430251402092,125.64818665976928,4.716565472478414,2.8000000000000025e-2,3.4992909633313284e-4,"cx2_1: 9.425e-3",Thu Sep 17 2020 15:44:06 GMT+0800 (中国标准时间)
Q3,138.16729175317323,111.98101385922081,4.789069988825698,2.6000000000000023e-2,3.797359478838066e-4,"cx3_1: 1.517e-2, cx3_4: 6.989e-3",Thu Sep 17 2020 15:44:06 GMT+0800 (中国标准时间)
Q4,121.32065710023728,28.622902831770773,5.0237880050261134,4.200000000000004e-2,3.053748894601313e-4,"cx4_3: 6.989e-3",Thu Sep 17 2020 15:44:06 GMT+0800 (中国标准时间)
