Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,97.20954743900162,167.44780572562655,4.833432325786539,2.529999999999999e-2,2.7397976567109124e-4,"cx0_1: 6.558e-3",Thu Sep 17 2020 13:18:13 GMT+0800 (中国标准时间)
Q1,99.54412464135687,73.45561821762497,4.623617179294961,2.079999999999993e-2,1.9086922088251872e-4,"cx1_0: 6.558e-3, cx1_2: 7.223e-3",Thu Sep 17 2020 13:18:13 GMT+0800 (中国标准时间)
Q2,108.08169717076296,92.28013607043489,4.820536599374911,8.799999999999919e-3,1.6000691881248302e-4,"cx2_1: 7.223e-3, cx2_3: 6.947e-3",Thu Sep 17 2020 13:18:13 GMT+0800 (中国标准时间)
Q3,190.27427889461896,79.17282787757135,4.742311506338455,1.2699999999999934e-2,1.4724677201255037e-4,"cx3_2: 6.947e-3, cx3_4: 6.065e-3",Thu Sep 17 2020 13:18:13 GMT+0800 (中国标准时间)
Q4,101.81554741894759,109.91711488665588,4.816319775056948,1.2199999999999989e-2,2.120450120091651e-4,"cx4_3: 6.065e-3",Thu Sep 17 2020 13:18:13 GMT+0800 (中国标准时间)
