Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,71.29051186159015,16.088305237774012,5.1001605161882235,2.200000000000002e-2,4.474171372155688e-4,"cx0_1: 1.653e-2, cx0_14: 3.047e-2",Sun Jun 21 2020 16:21:06 GMT+0800 (中国标准时间)
Q1,63.04583937635845,114.02351462663621,5.238473978227858,7.600000000000007e-2,1.3789863586882954e-3,"cx1_0: 1.653e-2, cx1_2: 1.520e-2, cx1_13: 6.159e-2",Sun Jun 21 2020 16:21:06 GMT+0800 (中国标准时间)
Q2,66.78303157070964,97.10366954099094,5.032881524034697,1.9500000000000073e-2,7.789086840363695e-4,"cx2_1: 1.520e-2, cx2_3: 1.934e-2, cx2_12: 3.713e-2",Sun Jun 21 2020 16:21:06 GMT+0800 (中国标准时间)
Q3,70.18081899046089,51.31399900278548,4.896089676590524,6.25e-2,4.3749150058019733e-4,"cx3_2: 1.934e-2, cx3_4: 2.024e-2, cx3_11: 2.813e-2",Sun Jun 21 2020 16:21:06 GMT+0800 (中国标准时间)
Q4,26.056453465449543,20.661118614212583,5.026199743726626,8.950000000000002e-2,2.1597388055635534e-3,"cx4_3: 2.024e-2, cx4_5: 3.632e-2, cx4_10: 3.351e-2",Sun Jun 21 2020 16:21:06 GMT+0800 (中国标准时间)
Q5,18.418009375388355,37.785331611189015,5.066776300302337,9.299999999999997e-2,2.8613619747164015e-3,"cx5_4: 3.632e-2, cx5_6: 5.866e-2, cx5_9: 4.095e-2",Sun Jun 21 2020 16:21:06 GMT+0800 (中国标准时间)
Q6,65.4238529290758,89.24668805494213,4.924041701693319,2.100000000000002e-2,1.253172286950805e-3,"cx6_5: 5.866e-2, cx6_8: 2.844e-2",Sun Jun 21 2020 16:21:06 GMT+0800 (中国标准时间)
Q7,38.97655404263232,42.96687582473773,4.9744984700500465,7.499999999999996e-2,3.909216395959895e-3,"cx7_8: 5.661e-2",Sun Jun 21 2020 16:21:06 GMT+0800 (中国标准时间)
Q8,40.15920422626189,41.6819633888135,4.740674032074751,2.885e-1,1.128380758164404e-3,"cx8_6: 2.844e-2, cx8_7: 5.661e-2, cx8_9: 2.526e-2",Sun Jun 21 2020 16:21:06 GMT+0800 (中国标准时间)
Q9,39.26128591584455,70.99490308501538,4.963283853000235,4.949999999999999e-2,1.6029893734738464e-3,"cx9_5: 4.095e-2, cx9_8: 2.526e-2, cx9_10: 4.137e-2",Sun Jun 21 2020 16:21:06 GMT+0800 (中国标准时间)
Q10,54.384621287509006,51.861365847901666,4.945209189884102,2.750000000000008e-2,1.233372366265754e-3,"cx10_4: 3.351e-2, cx10_9: 4.137e-2, cx10_11: 3.200e-2",Sun Jun 21 2020 16:21:06 GMT+0800 (中国标准时间)
Q11,63.9934562581064,92.60799050822244,5.004991881569258,5.2999999999999936e-2,1.3611893910547483e-3,"cx11_3: 2.813e-2, cx11_10: 3.200e-2, cx11_12: 2.157e-2",Sun Jun 21 2020 16:21:06 GMT+0800 (中国标准时间)
Q12,95.25237897577588,54.47889027747072,4.7599961240658075,3.3500000000000085e-2,5.215758335566575e-4,"cx12_2: 3.713e-2, cx12_11: 2.157e-2, cx12_13: 2.488e-2",Sun Jun 21 2020 16:21:06 GMT+0800 (中国标准时间)
Q13,30.806204417686168,62.7889961109707,4.968327902700268,9.200000000000008e-2,1.718769058099658e-3,"cx13_1: 6.159e-2, cx13_12: 2.488e-2, cx13_14: 3.421e-2",Sun Jun 21 2020 16:21:06 GMT+0800 (中国标准时间)
Q14,43.64835297089583,39.60059177708561,5.0014788359915805,3.249999999999997e-2,6.680280232423344e-4,"cx14_0: 3.047e-2, cx14_13: 3.421e-2",Sun Jun 21 2020 16:21:06 GMT+0800 (中国标准时间)
