Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,87.07098991154069,150.8673874502508,4.833429412291825,3.0000000000000027e-2,3.173636455681769e-4,"cx0_1: 9.637e-3",Mon Sep 14 2020 14:45:10 GMT+0800 (中国标准时间)
Q1,86.57917131449521,82.3683043136398,4.623617798476589,3.54000000000001e-2,3.2741646613840817e-4,"cx1_0: 9.637e-3, cx1_2: 9.590e-3",Mon Sep 14 2020 14:45:10 GMT+0800 (中国标准时间)
Q2,184.68850934904503,108.93141932070306,4.820534767927552,8.69999999999993e-3,1.7140249117836995e-4,"cx2_1: 9.590e-3, cx2_3: 5.771e-3",Mon Sep 14 2020 14:45:10 GMT+0800 (中国标准时间)
Q3,194.40347424539786,87.31139474977445,4.742315386020891,1.429999999999998e-2,1.946578639725326e-4,"cx3_2: 5.771e-3, cx3_4: 5.672e-3",Mon Sep 14 2020 14:45:10 GMT+0800 (中国标准时间)
Q4,106.28832838158104,123.39315531262145,4.816315707168163,8.000000000000007e-3,2.0198285212342577e-4,"cx4_3: 5.672e-3",Mon Sep 14 2020 14:45:10 GMT+0800 (中国标准时间)
