Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,97.22949922405779,175.47997079289672,4.833432246604081,1.8299999999999983e-2,2.942777155215603e-4,"cx0_1: 7.507e-3",Mon Sep 28 2020 14:21:30 GMT+0800 (中国标准时间)
Q1,64.15055157460421,73.00309492611147,4.623614868110859,2.3500000000000076e-2,2.0136419340795476e-4,"cx1_0: 7.507e-3, cx1_2: 8.894e-3",Mon Sep 28 2020 14:21:30 GMT+0800 (中国标准时间)
Q2,115.94868774023296,103.89385885049246,4.82053489435506,1.2199999999999989e-2,1.9185775472053705e-4,"cx2_1: 8.894e-3, cx2_3: 6.134e-3",Mon Sep 28 2020 14:21:30 GMT+0800 (中国标准时间)
Q3,127.82677145667923,96.14969292230984,4.742315427641397,1.9100000000000006e-2,1.661537614500103e-4,"cx3_2: 6.134e-3, cx3_4: 6.022e-3",Mon Sep 28 2020 14:21:30 GMT+0800 (中国标准时间)
Q4,126.76349549347837,229.6552246692247,4.816322545530826,3.920000000000001e-2,2.0982063505171295e-4,"cx4_3: 6.022e-3",Mon Sep 28 2020 14:21:30 GMT+0800 (中国标准时间)
