Qubit,T1 (µs),T2 (µs),Frequency (GHz),Readout error,Single-qubit U2 error rate,CNOT error rate,Date
Q0,75.38275891077515,115.12099440890952,5.114863444131052,2.9400000000000093e-2,3.8624045057655755e-4,"cx0_1: 2.097e-2, cx0_14: 2.284e-2",Mon Sep 28 2020 16:09:28 GMT+0800 (中国标准时间)
Q1,56.82683072715032,54.04556925624495,5.235705722142415,3.269999999999995e-2,1.2400895508737923e-3,"cx1_0: 2.097e-2, cx1_2: 1.206e-2, cx1_13: 4.832e-2",Mon Sep 28 2020 16:09:28 GMT+0800 (中国标准时间)
Q2,63.52752204272333,83.98726087160219,5.038413294784911,2.7000000000000024e-2,6.468963677987469e-4,"cx2_1: 1.206e-2, cx2_3: 2.359e-2, cx2_12: 5.035e-2",Mon Sep 28 2020 16:09:28 GMT+0800 (中国标准时间)
Q3,55.90838617464452,17.03868005493076,4.894581192880049,8.220000000000005e-2,4.271826892196184e-4,"cx3_2: 2.359e-2, cx3_4: 1.923e-2, cx3_11: 5.028e-2",Mon Sep 28 2020 16:09:28 GMT+0800 (中国标准时间)
Q4,57.04825634654962,69.86512272123885,5.021588887338309,6.169999999999998e-2,6.015215474035312e-4,"cx4_3: 1.923e-2, cx4_5: 2.948e-2, cx4_10: 3.165e-2",Mon Sep 28 2020 16:09:28 GMT+0800 (中国标准时间)
Q5,17.55482855659857,38.17443891147635,5.073076589351374,4.910000000000003e-2,2.340570209570324e-3,"cx5_4: 2.948e-2, cx5_6: 5.116e-2, cx5_9: 4.080e-2",Mon Sep 28 2020 16:09:28 GMT+0800 (中国标准时间)
Q6,63.2475735641538,76.53453798740469,4.9293896626944695,3.1000000000000028e-2,1.346085236118826e-3,"cx6_5: 5.116e-2, cx6_8: 3.787e-2",Mon Sep 28 2020 16:09:28 GMT+0800 (中国标准时间)
Q7,40.58636959186924,13.690520032672028,4.982609599991074,3.1400000000000095e-2,1.9767097251132183e-3,"cx7_8: 2.257e-2",Mon Sep 28 2020 16:09:28 GMT+0800 (中国标准时间)
Q8,77.07992633879931,109.80036739723556,4.751547159107387,6.0799999999999965e-2,8.566920192854954e-4,"cx8_6: 3.787e-2, cx8_7: 2.257e-2, cx8_9: 1.961e-2",Mon Sep 28 2020 16:09:28 GMT+0800 (中国标准时间)
Q9,42.660803654640375,68.5861767682097,4.973452460064712,6.05e-2,1.782713698653148e-3,"cx9_5: 4.080e-2, cx9_8: 1.961e-2, cx9_10: 3.593e-2",Mon Sep 28 2020 16:09:28 GMT+0800 (中国标准时间)
Q10,56.35000334738484,57.19417214387923,4.944789422083716,7.94999999999999e-2,1.8684928831573598e-3,"cx10_4: 3.165e-2, cx10_9: 3.593e-2, cx10_11: 4.814e-2",Mon Sep 28 2020 16:09:28 GMT+0800 (中国标准时间)
Q11,41.97959656606248,63.83554407838256,4.997517952004131,2.157e-1,1.3980682367261375e-3,"cx11_3: 5.028e-2, cx11_10: 4.814e-2, cx11_12: 3.152e-2",Mon Sep 28 2020 16:09:28 GMT+0800 (中国标准时间)
Q12,73.2980136254529,66.8195252556592,4.763422569838462,7.929999999999993e-2,7.621034725297092e-4,"cx12_2: 5.035e-2, cx12_11: 3.152e-2, cx12_13: 2.617e-2",Mon Sep 28 2020 16:09:28 GMT+0800 (中国标准时间)
Q13,32.16647622348465,30.393625653321838,4.974264292863863,8.87e-2,2.223749468805795e-3,"cx13_1: 4.832e-2, cx13_12: 2.617e-2, cx13_14: 3.799e-2",Mon Sep 28 2020 16:09:28 GMT+0800 (中国标准时间)
Q14,38.40839569716123,53.34284753756885,5.006779543469778,4.600000000000004e-2,6.405997456580888e-4,"cx14_0: 2.284e-2, cx14_13: 3.799e-2",Mon Sep 28 2020 16:09:28 GMT+0800 (中国标准时间)
